discoveries	discoveries update
attack	hitting {'x': 36, 'y': 12, 'known': 2183, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2184, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2185, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2185, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2194, 'first-known': 2194, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': False}
attack	hitting {'x': 36, 'y': 12, 'known': 2195, 'first-known': 2194, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2195, 'first-known': 2194, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
farlook	examining monster
move	hitting {'x': 36, 'y': 12, 'known': 2256, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 36, 'y': 12, 'known': 2256, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 36, 'y': 12, 'known': 2257, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 36, 'y': 12, 'known': 2257, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 36, 'y': 12, 'known': 2258, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 36, 'y': 12, 'known': 2258, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 36, 'y': 12, 'known': 2259, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 36, 'y': 12, 'known': 2259, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 36, 'y': 12, 'known': 2260, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 36, 'y': 12, 'known': 2260, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 36, 'y': 12, 'known': 2261, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 36, 'y': 12, 'known': 2261, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 36, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [(2186, {'x': 36, 'y': 12, 'known': 2185, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}), (2196, {'x': 36, 'y': 12, 'known': 2195, 'first-known': 2194, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}), (2262, {'x': 36, 'y': 12, 'known': 2261, 'first-known': 2256, 'glyph': 'F', 'color': 'magenta', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'mindless', 'noeyes', 'nohead'}, 'color': 'magenta', 'ac': 7, 'speed': 1, 'difficulty': 3, 'resistances': {'poison'}, 'name': 'shrieker', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'small', 'weight': 100, 'glyph': 'F', 'sounds': 'shriek', 'attacks': [], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '$', 'item-color': 'yellow', 'first-walked': 2119, 'walked': 2263, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 37, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [(2172, {'x': 37, 'y': 12, 'known': 2171, 'first-known': 2170, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 2118, 'walked': 2265, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
move	hitting {'x': 37, 'y': 12, 'known': 2276, 'first-known': 2275, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 37, 'y': 12, 'known': 2276, 'first-known': 2275, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 37, 'y': 12, 'known': 2277, 'first-known': 2275, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 37, 'y': 12, 'known': 2277, 'first-known': 2275, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 37, 'y': 12, 'known': 2278, 'first-known': 2278, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False} | targetting enemy {'x': 37, 'y': 12, 'known': 2278, 'first-known': 2278, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False}
move	hitting {'x': 37, 'y': 12, 'known': 2279, 'first-known': 2278, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 37, 'y': 12, 'known': 2279, 'first-known': 2278, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 37, 'y': 12, 'known': 2280, 'first-known': 2280, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False} | targetting enemy {'x': 37, 'y': 12, 'known': 2280, 'first-known': 2280, 'glyph': 'Z', 'color': 'red', 'type': {'tags': {'infravision', 'hostile', 'dwarf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless', 'poisonous'}, 'color': 'red', 'ac': 9, 'speed': 6, 'difficulty': 2, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'dwarf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 900, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 150, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False}
